"CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL"
3995,1432
4061,1508
3517,3023
3578,1144
3857,1986
3173,1806
3361,216
4228,2215
4023,819
3756,1664
4216,1655
4279,1322
4047,2008
3445,2163
3548,2150
4174,1965
3442,2713
3557,1519
3684,1694
3286,1188
4121,2274
3381,2064
4592,2360
4281,1715
4188,1404
4220,1977
3123,1241
4622,3272
3918,2413
4529,2490
4129,2223
3867,1528
3823,2457
3361,1657
4531,2251
3954,2952
4442,1535
4110,2110
3776,2075
3927,1966
4172,2178
4781,2753
3484,1192
4079,2755
3979,1663
3922,2483
3835,1266
4045,2020
3906,1982
4827,3155
3943,1804
3223,2519
3892,1480
3829,1799
4026,1768
3696,2096
3723,1269
3420,1202
3736,3006
3505,1330
3424,1769
4011,1934
4257,1203
3718,1895
4057,1800
4479,2407
3617,1009
3893,2703
4431,2384
3900,1411
3978,2834
4530,2766
4083,1275
3667,985
3349,841
4090,1581
3811,2014
4172,978
4289,2106
3878,3002
4426,2245
4287,2189
4055,1919
4142,737
3676,3384
3761,2276
4089,2727
3544,1987
4173,1288
4248,1586
4743,2090
4591,2397
4090,2453
3690,1587
3810,2787
4018,2498
3549,2307
3709,2258
4058,2149
4117,2434
3117,1477
3576,2038
3565,3293
3521,2529
4164,1058
3784,1823
3853,2763
4151,829
4148,1562
4171,2113
3701,1629
3803,851
3178,1591
3841,2473
4243,2331
3577,2061
4318,2428
3916,2241
4312,2221
4114,2497
3769,1317
3889,1488
3419,1311
3748,1986
4237,2102
3347,2253
4244,2391
3956,2692
3283,680
3998,2021
3989,2354
3405,1311
3484,1692
3234,1942
3734,1668
3601,3073
4093,1547
4256,2081
4045,1291
3744,1809
4743,1630
3280,1356
3789,1920
3768,1729
3708,2801
3438,2114
3636,1672
4166,1409
3798,2171
4073,1586
4005,488
3927,1854
3798,2426
3271,1163
4275,2099
3421,2079
3931,2235
3942,1731
3986,2693
3885,2038
3684,2271
4265,1152
4538,636
3689,1365
3294,1891
3189,1298
4113,2186
3975,2099
4296,1774
4480,1170
4006,1595
4514,1888
4322,2914
4193,1515
4506,1935
3780,1988
3927,1467
4145,3008
3670,1457
3675,857
4528,1414
3884,1638
4647,2603
4047,1413
4194,1339
3631,2521
4501,1649
4176,2350
3852,1527
4187,1807
3978,1860
3691,1280
3955,1829
3698,2165
3897,1692
4017,2104
3616,1769
4228,1622
3913,2540
3971,2880
3984,2586
3974,2332
4035,1970
3772,2326
3880,1742
4252,1491
4156,1206
4071,3037
3261,2163
4326,20
3670,2048
3727,2185
3923,2628
3818,2808
3979,2406
3371,1530
