5.648484863332951136e+03,6.586253098184454757e+03
4.365456877732945031e+03,2.064376501783103777e+03
4.248666664413851322e+03,2.303049127146651699e+03
5.807178019730157757e+03,7.170767085915622374e+03
5.817132033008251710e+03,6.659564891222805272e+03
4.680246811702924788e+03,4.677145911477868140e+03
4.766266705189811546e+03,4.637777967014276328e+03
5.865001125281320128e+03,6.814625281320330032e+03
4.743048889474622229e+03,4.583237519965577121e+03
5.551514029408253009e+03,7.089747746621339502e+03
3.788390472618154490e+03,1.638723180795198914e+03
4.977434436311779791e+03,4.228207124979442597e+03
4.226920567979832413e+03,1.710506817019569553e+03
4.999386346586647051e+03,2.301499249812452945e+03
5.710852571250919937e+03,6.925367989519902039e+03
5.487030360067494257e+03,7.239314703675918281e+03
5.354804626832382382e+03,1.459456914904406858e+03
6.968001500375094110e+03,1.519871717929482202e+03
3.672663736880166653e+03,2.020639850277885216e+03
4.172486496624156644e+03,2.246431732933232979e+03
4.243167406716544065e+03,1.651656714854389065e+03
4.878630795086159196e+03,2.436163812349484033e+03
6.678574643660915171e+03,2.003948987246811612e+03
5.937982357075755317e+03,7.155659910473113996e+03
4.209571267816952968e+03,1.008666166541635221e+03
5.151656818483900679e+03,1.776093562805115653e+03
4.348870592648161619e+03,2.765585146286569397e+03
4.681027029279841372e+03,2.275957582864184587e+03
5.854082145536383905e+03,7.318624906226556050e+03
5.344203268159355503e+03,2.012144965295364727e+03
5.616424737941241801e+03,6.991022662197081445e+03
5.671000375093773982e+03,6.654624906226556050e+03
5.400227512959345404e+03,1.733615272061284941e+03
5.707129782445610545e+03,6.938974118529631596e+03
5.784280772895926930e+03,7.395532099241026117e+03
5.800549137284321660e+03,6.806935858964741783e+03
4.941630262295308057e+03,4.356131046275088011e+03
4.718748312078018898e+03,4.203740435108777092e+03
4.088244936234058514e+03,2.518594148537134515e+03
5.805861252475280708e+03,7.502883027063071495e+03
5.751869842460615473e+03,6.936238184546135926e+03
5.021806451612905221e+03,7.547471867966995660e+02
4.678042203118346151e+03,4.366370229944872335e+03
5.645604073315626010e+03,6.927714946754706034e+03
4.090184921230307737e+03,2.029998499624906344e+03
4.034241609952037379e+03,1.897992979100630919e+03
6.738315453863464427e+03,7.129171042760689261e+02
5.698004689235372098e+03,7.188617398719048651e+03
4.430622987954196105e+03,4.845542226772909999e+03
5.674311702925731879e+03,7.384124906226556050e+03
3.698559264816203722e+03,2.693518379594898761e+03
5.669562265566391943e+03,7.160815453863466246e+03
5.781811702925731879e+03,7.083562640660164107e+03
4.590123030757688866e+03,4.359625656414104014e+03
3.887585896474118726e+03,2.492316579144786374e+03
5.562296284656749776e+03,7.241087054421263019e+03
5.819274201433239796e+03,6.858063001110638652e+03
5.574652663165791637e+03,7.172021755438859145e+03
5.489247561890472753e+03,7.482249062265565954e+03
6.401642430877989682e+03,2.342946811027080912e+03
4.828177662658906229e+03,5.084438107274567301e+03
4.251364189020227968e+03,2.079481943684118960e+03
4.062797824456114085e+03,2.153119654913728482e+03
5.921251387171116221e+03,6.843325178141381912e+03
4.148943782116701186e+03,2.496800785782031198e+03
4.632758177156901183e+03,4.581996909137194962e+03
4.397498499624905890e+03,4.863749812453113009e+03
5.777188324108054076e+03,7.194043926522170295e+03
4.809954202514592907e+03,4.303888942956459687e+03
5.865128376688767275e+03,7.472573901358222429e+03
3.724369877379254831e+03,2.906036402118547812e+03
5.561502531038165216e+03,7.785061299108559979e+03
5.835978994748687910e+03,6.874135783945986987e+03
4.062465116279069662e+03,2.105675168792197837e+03
5.727475600882202343e+03,7.227666619357542004e+03
3.867186046511627865e+03,2.355935858964741328e+03
5.601045375082509054e+03,6.982022475213398138e+03
5.580408459096755905e+03,6.771734750128974156e+03
5.706896724181044192e+03,7.542294885658351632e+03
4.637497374343585761e+03,1.700939234808702167e+03
5.394251687921980192e+03,1.270224306076519042e+03
3.612142772179531221e+03,2.642349801414317426e+03
5.655993056822764629e+03,7.132601817120946180e+03
5.069351584517749870e+03,4.511128048904116440e+03
4.962623529756312564e+03,4.837056650423866813e+03
