"CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL"
6210,2911
6279,2137
6506,2578
6269,1526
6694,2451
6266,2208
6336,2322
6397,2546
6477,1404
5905,2364
6494,2185
6320,2625
6191,2881
6075,2803
6248,3324
6436,2286
6061,2243
6368,2517
6341,2297
6469,2688
5957,2988
6670,3026
6455,3232
6620,2659
6263,2181
5877,1843
6650,2808
6523,2210
6501,2126
6489,2649
6277,3203
6484,2280
6759,2149
6503,1584
6648,2093
5950,3013
6239,2427
6154,1608
6617,1897
6513,1801
6219,2261
6139,2648
6054,2360
6747,3652
6264,2940
6385,2792
6232,1833
6470,1788
6548,2413
6674,2096
6076,2215
6318,2216
6564,2111
6163,2553
6196,2211
6317,2222
6441,1673
6617,2497
6036,2543
5987,1528
6083,1985
6281,2809
6241,2500
6376,2753
6292,2177
6637,1578
6395,2211
5972,2918
6429,2585
6574,2518
6006,2146
6247,2518
6675,3193
6027,2140
6362,1996
6744,2732
6359,2440
6028,1221
6253,1936
6051,1904
6300,1521
6854,3117
6137,1356
6663,2313
5977,2319
6360,1934
6314,2860
6508,1303
6833,3072
5669,2137
6473,2517
6320,1979
6880,3007
6263,2293
6430,2428
6307,2765
6322,1777
6382,3055
6147,2568
5994,2249
6198,1573
6314,2863
6275,2165
6264,1535
6259,1843
6194,2737
6045,2395
6226,2295
6487,2080
6374,2411
6283,1975
6410,3005
6366,2122
6514,2755
6915,2773
6963,2962
6438,2847
6607,2234
6145,2380
6374,2681
6386,3195
6128,1708
6075,2985
6536,2440
6215,2310
6476,2915
6202,2611
6117,1940
6140,2683
6361,1736
5801,2585
6349,1357
6075,2654
6192,2248
6603,2119
6815,2849
6330,1989
6067,1827
6402,2725
6593,1829
6495,2950
6407,2832
6160,2703
6843,2315
6077,2398
6521,2442
6711,2591
6353,2563
6119,2189
6370,2852
6494,2331
6194,1567
6245,2495
6197,3165
6379,2444
6117,2521
6295,3137
6616,1748
6187,2202
6319,2210
6250,1907
6533,2439
6090,2073
6369,2117
6073,2178
6220,1520
6243,2343
6267,1731
6288,1962
6419,2085
6016,2597
6291,2490
5997,1311
6671,2589
6514,2226
5908,2220
6396,2523
6574,1979
6526,2354
5599,1206
6721,2491
6317,2306
6052,2851
6583,2564
6381,2960
6293,2499
6406,2441
6478,2791
5980,1730
6251,2464
6067,2384
6157,2405
6122,2765
6186,1971
6093,1972
6337,2791
6252,1992
6805,1819
6382,1816
6124,955
6008,2318
6278,2230
6397,2491
6177,1550
6232,2351
6134,1987
6616,2801
6460,2862
6123,2349
6627,2331
6400,3617
6552,1840
6174,1956
6138,2674
6064,2037
6505,2089
6330,1878
6583,3352
6325,2473
6145,2593
6239,2782
6161,1908
6206,2766
6463,2965
6053,2399
6712,2209
6224,2474
6381,2502
6126,2457
6181,2762
7017,2532
6583,2623
6342,1816
6538,2594
6076,2759
6229,2616
6358,1881
6494,2557
6401,2079
6387,3178
6444,1984
6348,2706
6336,2040
6077,2129
6138,2464
5831,1367
5997,2952
6460,2568
6324,2129
6554,1738
6606,1990
6868,1808
6609,2384
6473,3334
6483,2234
6669,2574
6590,2000
6295,1585
6343,2273
5847,2549
6410,2350
6219,2310
5959,2139
6188,2197
6154,1808
6404,2728
6523,3319
6351,2035
6267,1774
6200,2635
6339,2073
6374,2303
6540,2985
6794,1858
6187,1963
6770,2978
6187,2526
6094,2079
6571,2295
6433,2249
6458,2267
6442,2553
6015,1961
6246,1570
6474,2485
6238,2011
6883,2167
6702,2215
5978,2401
6462,2234
6163,1743
5948,2303
6337,2572
6375,2716
6263,2215
6686,1682
6307,2486
5920,2552
6271,3144
6397,2574
6404,2081
6150,2272
6327,2197
6292,2478
6484,1918
6363,2665
6002,2287
6525,2247
6193,2133
6687,1982
6491,2028
6307,1778
6103,2500
5814,1526
5973,2395
6354,2111
6403,2323
6249,1368
5981,2009
6270,2310
6532,2189
6214,2159
6356,1758
6432,2244
6301,1830
6084,2117
6583,2304
6571,1680
6428,2374
6106,1847
6699,2595
6530,2062
6527,2236
6322,2333
6386,2840
6339,1939
6624,2031
6022,1267
6364,2836
6709,2305
6577,2009
6295,2506
6505,1915
6416,3055
6563,1224
6295,2517
6166,2083
5884,2069
6292,2803
6466,2413
6046,2303
6198,2154
6301,3062
6641,1751
5980,1915
6517,2381
5795,2007
6888,2118
6382,2086
6018,1335
6548,2115
6205,2661
6674,2086
6847,2188
6112,1492
5692,1934
6580,2185
5989,2181
6581,2440
6431,2383
6246,1269
6427,1986
6200,2932
6570,2845
5928,2640
6477,3197
6608,2227
6143,3314
6427,2291
5997,2010
6375,2622
5928,2692
6549,2612
6156,2213
6506,2194
5877,2488
6219,2651
6312,2201
6565,2399
6704,2204
6290,2360
6157,3388
6169,2800
5948,1727
6613,3311
6587,1899
6327,3032
6140,2849
6309,2569
6237,2201
6180,1234
5743,1306
6511,2540
6197,2072
6383,2176
6154,2212
6531,2400
6278,2389
5895,2572
6153,1718
6405,1912
6859,2718
6165,2765
6941,1906
6128,1394
5965,2238
6290,1614
6362,1676
6191,2243
6422,3059
6270,2644
6361,2060
6364,1953
6496,2286
6492,2792
6147,2398
6088,3163
6042,2175
6808,2020
6287,2508
6709,1895
6169,2998
6370,2445
6296,2528
6512,2050
6485,3012
6514,2092
6036,2536
6708,2183
6095,2031
6414,2639
6688,2527
6085,1963
6634,3019
6253,1878
6211,2329
6484,2551
6341,2646
6484,2158
6586,2180
6026,2098
6527,2380
6492,1565
6248,2318
6518,2317
6239,1509
6218,2143
6192,1790
6418,2672
6714,2239
5969,2600
6394,1570
6437,1954
6500,1855
6517,2416
6465,2275
6837,2487
6572,2613
6371,2340
6060,1800
6343,935
6137,1992
5980,1711
6462,2871
6532,1832
6052,1553
6209,2861
6469,2238
5737,1429
6066,1722
6197,2572
6435,2436
6359,3120
6241,2491
6323,2436
6217,2577
6359,2410
5894,2661
6403,2680
6601,1708
6287,2491
6268,2617
5704,2071
6333,2149
6594,3173
6234,1815
6262,2995
5803,1987
6380,3027
5987,2110
6550,2478
5880,1635
6463,2401
6188,2076
6281,2604
6310,2413
6176,2272
6391,2795
6007,2297
6288,2224
6353,2367
6024,2575
6024,1539
6185,2971
6220,1730
6471,2113
6234,2561
6407,2403
6423,1832
6583,2777
6697,2440
6349,1499
6265,2211
6349,3169
5997,1435
6600,1963
5948,2468
5991,1947
6600,2002
6156,1775
6408,1608
6238,1951
6475,2334
5965,2465
6230,2223
6135,2127
6310,2572
6714,2237
6403,2320
5947,2443
6368,2677
6546,2372
5996,3057
6650,1956
6262,2679
6332,2554
6237,2009
6373,1818
6315,2211
6238,1948
6356,1843
6283,2631
6467,2396
6642,1810
6214,1212
6157,2755
6398,3051
6639,2620
6154,2735
6226,2122
6649,2510
6662,2042
5845,1639
5807,2460
6227,1831
6502,2332
6597,2049
6820,3607
6483,2196
6169,2102
6461,2164
5908,1582
6333,968
6550,2358
6379,1453
6536,1436
6245,2951
6184,2263
6305,1657
6595,2414
6728,1781
6497,2251
5734,1614
5913,3024
6223,2419
6225,2639
5953,2541
5990,1973
6149,2938
6473,2811
6818,2443
6664,3039
6440,2480
6505,1838
6346,2920
6291,3145
6472,2100
6719,3070
6166,2860
6595,2006
6425,2665
6261,1966
6389,2272
6198,1943
6406,2144
6492,3201
6395,969
6255,2040
6539,2834
6412,2033
6312,2231
6288,1977
7036,2208
6217,2339
6792,1734
6050,2687
6423,1627
6220,2952
6599,2200
6285,2493
6413,2433
6092,1620
6362,2844
6454,1824
6453,2320
6616,2962
6045,1534
6197,1532
6184,2084
6501,2186
6463,2105
6390,2181
5911,2455
6646,2426
5981,2020
6634,2058
6719,1857
6530,1876
6271,2538
5880,1723
6250,2713
6154,1247
5959,2340
6256,1635
6399,2454
6368,2779
6424,2113
6037,3511
6356,2316
6628,2703
6288,2651
6066,2634
6560,2967
6365,1811
6492,2312
6227,1686
6775,2705
6183,2365
6311,2398
6574,2083
6307,2548
6419,1641
6364,1934
6468,3042
6660,2240
6309,2343
6740,2337
6184,3123
6130,1520
6081,2176
6148,3026
6264,2001
6346,1934
6631,2166
6447,2188
6308,2079
6589,2576
6789,3310
6627,2233
6168,1893
6534,2189
6242,2533
6081,3024
5991,2680
6665,2225
6125,2243
6334,2526
6757,2687
6113,2776
6289,2215
6192,2722
6235,2466
6583,2190
6352,3201
6270,3055
6282,1886
6180,2343
6425,2785
5965,1952
6189,2868
6270,2707
6594,2922
6099,2154
6203,1537
6348,2568
6462,2400
6257,3064
6660,3424
6205,1636
6088,1968
6554,2567
6306,2602
6102,2021
6362,2687
6178,2473
6368,2113
6697,2282
6301,2581
6393,2172
5801,2236
6309,2988
5923,3089
6205,2020
6144,1818
6221,2796
6271,3078
5752,2087
6348,2428
5879,2667
6434,2754
6284,2465
6599,2779
6637,1903
6380,1951
6518,2872
6042,1487
6444,1886
6424,2168
6442,2102
6136,2268
6293,2451
6314,2689
6362,2750
6304,3316
6157,2612
6822,2210
6084,2248
6405,2888
6349,2859
6287,1714
6599,1945
6172,2559
6553,1888
6129,2103
6377,2381
6448,2460
6579,2054
6385,2746
5790,1935
6474,1761
6034,1995
6276,3698
6431,2051
6470,2201
6429,2829
6261,2946
5827,2496
6424,3401
6778,1950
6499,1995
6282,2480
6101,1254
6602,2112
6528,2767
6549,2286
6348,1462
6335,2377
6121,1585
6376,2013
6453,2434
6207,2981
6065,1623
6070,2366
6173,1959
6367,2479
6385,648
6359,2399
6205,2171
6100,1558
6494,2659
5943,1545
6337,1491
6473,2626
6162,2136
6580,3042
6593,1395
5638,1307
6136,2771
5621,2173
6582,1478
6441,1963
6351,1648
5867,2584
6300,2365
6256,2279
6316,2051
6205,1968
6789,2129
5925,2549
6718,2281
6402,2610
6006,2689
5826,2539
6190,3001
6119,2983
6449,2098
6802,1578
6687,2039
5906,2541
6032,2408
6231,2690
6476,2808
6284,2169
6394,2254
6088,2186
6151,2727
6491,3102
6808,1907
6379,2950
6101,2352
6499,2593
5944,2279
6651,2057
5999,3049
6075,2753
6052,2711
6453,3066
6315,2743
6134,2067
6525,1793
6496,2841
6619,3028
5931,2598
6370,2470
6437,2016
6490,2826
6403,2603
6122,1120
6600,2567
6360,2304
6548,2353
6249,2384
5769,1580
6327,1086
6856,1819
6473,2564
6423,2963
5880,2369
6447,2905
6121,2678
6190,1778
6107,2265
6199,2093
6489,2381
6352,2086
6364,2540
6103,2829
6178,2780
6063,2114
6327,2838
6049,1863
6507,2693
6033,2563
6089,2281
6478,2798
6220,2153
5980,2298
5868,2059
6079,2656
6715,1760
6322,2586
6058,2426
6076,2441
6463,1971
6176,1645
6286,2485
6414,1988
6112,2427
6154,2462
6532,2286
6946,2359
6137,2752
6164,2128
6514,2364
6294,1406
6426,2651
6089,1825
6195,2954
6300,1478
6578,2049
6338,1754
6099,2087
6235,2277
5873,2546
6302,2652
6250,1745
6278,1868
6771,2061
6503,2016
5770,1524
6500,2456
6481,1745
6077,2031
6175,1539
6690,1796
6357,1995
6026,3248
6363,3132
6288,2869
6105,2634
6105,2248
6426,2313
6446,2055
6244,1630
6744,1945
6423,2287
6064,1892
6631,2404
6171,2032
6834,2752
6087,2467
6282,2045
5942,2390
6504,2582
6533,2111
6334,3221
6657,2807
6618,2888
6005,2405
6515,1748
6614,2364
5997,1512
6472,2119
6258,1429
6245,2415
6321,2877
6760,3122
6639,2137
6438,3386
6016,2427
6088,1990
6533,2597
6265,2655
6437,1678
6589,2360
6419,2231
6373,2983
6003,1980
6682,2231
6366,1828
6200,2914
6062,2294
6466,2584
6341,2347
5950,2442
6041,1826
6228,2223
6243,2883
6331,2379
6724,2661
6243,2257
6147,1856
6010,2744
6441,2707
5852,1935
6752,2826
5944,2642
6405,3267
6052,2469
6277,2195
5930,1999
6195,2522
6244,2268
6372,3111
5986,2379
5856,2505
6352,2170
6422,2219
6348,2831
5854,2216
6323,2628
6322,2582
5711,2071
6374,2099
6370,2532
6537,2687
6284,2545
5739,1175
6562,2923
6225,2163
6299,2678
6564,2614
6158,2082
6270,2430
6017,1729
6719,3144
5992,1618
6290,1391
6782,2980
6473,2057
6477,2501
6269,2281
5956,1476
6581,2666
6548,2447
6247,2820
6399,2776
6496,1979
6462,1661
5769,1689
6612,2116
6767,2300
6162,2056
6278,2974
6118,2351
6447,2528
6327,2499
6725,2694
6366,2650
6607,2281
6240,2901
6672,2929
6644,2200
6317,2528
6448,2009
6555,2232
6298,2491
6774,2299
6846,2056
5922,1769
6573,3312
6401,1887
6028,1970
6158,2145
6383,2687
6604,2001
6044,1843
6585,1872
6457,2701
6388,2195
6635,3116
6110,2072
6914,2365
6414,2181
6270,3182
6335,1566
6022,2642
6258,1826
6474,2809
6560,2430
6318,2313
6564,3307
6366,1395
6852,2039
6525,2471
6248,3235
6312,2182
6337,1787
6594,2044
6262,2127
6455,2978
6713,2443
6153,3351
6390,2420
6560,2715
6432,2049
6038,2653
6198,1891
5979,2550
6487,2957
6280,2465
6083,2606
6493,1880
6061,1792
6340,2114
6120,1640
6554,2319
6584,3126
6404,2814
6353,2196
6069,2047
6374,2264
5856,2506
6193,3060
6454,1736
6778,1784
6579,2564
6156,1279
6536,3048
6084,2138
6077,2379
6347,2010
6550,2587
6042,2069
6673,1958
5878,2470
6463,1860
6488,1331
6051,2219
6700,2142
6284,1805
6407,2250
6025,1739
6603,2933
6496,2722
6368,1693
6124,2629
6868,2797
6867,2415
6293,3209
6260,2719
6438,2499
6258,2699
6758,3336
6488,2315
6236,2401
6155,2464
6009,2020
6944,2623
6325,2244
6762,1441
6204,1683
6626,2811
6233,2593
5754,2396
5878,2390
6287,2275
5973,2222
6586,1330
6465,2032
6854,1717
6383,1939
6404,2065
5848,2906
6287,2502
6592,2607
6671,2613
6529,1978
6145,1915
6137,2876
6152,2316
6013,2308
6372,2156
6516,2459
6386,1774
6083,2180
6071,2092
6281,2219
6480,1742
6188,2518
5890,1950
6141,2476
6284,2620
6700,1786
6082,1705
6356,2501
5967,2503
6008,2206
6117,2142
6088,2009
6205,2346
6413,2505
6232,2211
6114,2173
6308,1966
6553,2734
6375,2556
6562,1549
6499,1362
6646,2928
6778,2597
6249,1603
6525,2849
6392,2148
6662,2106
6237,2593
6341,2036
6488,2448
6913,3225
6365,2970
6239,2088
6068,2876
6174,1926
6151,2427
6148,2245
6696,2220
6284,1999
6288,2814
6591,2268
6567,1513
6516,2414
6735,2312
6208,2257
6290,2383
6438,2306
6454,2172
6323,1959
6312,2878
5956,2621
6217,2380
6310,1960
6315,2328
6087,2426
6772,1764
6030,2483
5769,2013
6522,2026
6092,2345
6298,2300
6162,2331
6557,2391
6212,1662
6300,2700
6401,2709
6106,1667
6165,1993
6293,2468
6231,2864
6220,2282
6170,1429
6344,2651
6108,2252
6042,1099
6350,2728
6102,2240
5849,2153
6115,1818
6546,1853
6303,2872
6320,2150
6104,2320
6445,2193
6030,1918
5971,2075
6378,2680
6556,2175
6446,2204
6356,2944
6103,2854
6403,2073
6263,1534
6319,1886
6520,1766
6042,1516
6380,2272
6296,2514
6385,2616
6132,1863
6053,2303
