5.569220999999999549e+03,7.164152249999999185e+03
5.661539124999999331e+03,7.071810499999999593e+03
5.842242125000000669e+03,7.201686499999999796e+03
5.695250250000000051e+03,7.227262624999999389e+03
5.687249749999999949e+03,7.308199749999999767e+03
5.942557749999999942e+03,7.586805875000000015e+03
5.849153874999999971e+03,7.245872499999999491e+03
5.553050499999999374e+03,7.266254624999999578e+03
5.560544125000000349e+03,7.375703375000000051e+03
5.808309999999999491e+03,6.947746124999999665e+03
5.662868124999999964e+03,7.023711374999999862e+03
5.854972874999999476e+03,6.911572000000000116e+03
5.817343624999999520e+03,6.773430500000000393e+03
5.953910000000000764e+03,7.233784125000001040e+03
5.713858499999997548e+03,7.084828500000000531e+03
5.842732249999999112e+03,7.075581874999999854e+03
5.578630749999999352e+03,6.683262499999998909e+03
5.627789749999999913e+03,6.720479250000000320e+03
5.827038124999999127e+03,6.630697749999999360e+03
5.732500500000000102e+03,6.919974374999999782e+03
5.831054374999999709e+03,6.505231499999999869e+03
5.570656500000000960e+03,7.056573624999999083e+03
5.515268249999999171e+03,7.618425875000000815e+03
5.662216374999999971e+03,7.477733249999999316e+03
5.784410499999999956e+03,7.123027624999998807e+03
5.480321124999999483e+03,6.929119125000000167e+03
5.623965000000000146e+03,7.280504124999999476e+03
5.684633249999998952e+03,7.097216375000001790e+03
5.897924874999999702e+03,6.938784250000000611e+03
5.562328500000000531e+03,6.955824625000001106e+03
5.745905374999999367e+03,6.658960500000001048e+03
5.812992999999999483e+03,7.064794624999999542e+03
5.748464499999999134e+03,6.920109124999999040e+03
5.516104999999999563e+03,7.521477875000000495e+03
5.722283750000000509e+03,7.205284625000000233e+03
5.725922249999999622e+03,7.261642125000000306e+03
5.601418625000000247e+03,7.213630250000000160e+03
5.843910125000005792e+03,7.640173125000018445e+03
5.454935625000000073e+03,7.195965500000000247e+03
5.772069999999999709e+03,6.971107124999999542e+03
5.719254375000000437e+03,7.026335250000001906e+03
5.616068624999998974e+03,6.753761375000000953e+03
5.869347000000000662e+03,6.941505375000000640e+03
5.621632875000000240e+03,7.102133374999999432e+03
5.604036624999999731e+03,6.371806875000000218e+03
5.746991000000001804e+03,7.184412875000001804e+03
5.839256250000000364e+03,7.008218375000000378e+03
5.667666250000000218e+03,7.209224000000000160e+03
5.624679000000000087e+03,6.764112499999999272e+03
5.683069625000000087e+03,6.535937125000000378e+03
5.723959249999999884e+03,6.929400875000001179e+03
5.824165375000000495e+03,7.528572749999999360e+03
5.697586875000000873e+03,7.026585000000000036e+03
5.897317875000000640e+03,6.975277624999999716e+03
5.775175750000000335e+03,7.338786874999999782e+03
5.623810750000000553e+03,7.189695499999999811e+03
5.641866125000000466e+03,7.077305874999999105e+03
5.748874874999999520e+03,7.146922749999999724e+03
5.490438124999999673e+03,6.745482500000000073e+03
5.867760499999999411e+03,7.526993624999999156e+03
5.617216250000000400e+03,6.590120499999999083e+03
5.652683874999999716e+03,6.877197374999999738e+03
5.543627749999999651e+03,6.997189000000000306e+03
5.602771875000000364e+03,7.198456250000000182e+03
5.669680749999999534e+03,6.715345000000000255e+03
5.920733874999999898e+03,6.731650875000000269e+03
5.502378999999999905e+03,6.849181749999999738e+03
5.793959749999999985e+03,7.333030249999999796e+03
5.868831624999998894e+03,6.804073875000000044e+03
5.534212125000000015e+03,7.108482500000000073e+03
5.923849874999999884e+03,7.221509250000000975e+03
5.739180000000000291e+03,7.278276750000000902e+03
5.660332125000000815e+03,7.093185375000000022e+03
5.833105625000000146e+03,6.915159874999999374e+03
5.541662250000000313e+03,7.481032000000000153e+03
5.701589999999999236e+03,6.934770875000000160e+03
5.781866624999999658e+03,6.849516999999999825e+03
5.933327499999998508e+03,7.062306374999998297e+03
5.673202874999999949e+03,7.075746124999999665e+03
5.786169874999998683e+03,6.941026249999999891e+03
5.971309999999999491e+03,6.985725749999999607e+03
5.811680874999998196e+03,6.840603499999999258e+03
5.873848375000001397e+03,7.332016875000002074e+03
5.464311499999999796e+03,6.502401625000000422e+03
5.524478124999999636e+03,7.063043125000000146e+03
5.683275499999999738e+03,7.171637999999999920e+03
