"CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL"
5822,7341
5960,7147
5564,7276
5640,7309
5900,7074
5921,6917
5939,7340
5579,7178
5764,7587
6132,7223
5647,7121
5906,7458
5884,7228
5783,6850
5870,6954
5591,6781
5792,7048
5635,6922
5814,6811
5597,6341
5793,7309
5595,6782
6033,7452
5702,6806
5798,7382
5932,7307
5977,7140
6059,6925
5858,6992
6014,7169
5767,7196
5604,6932
6048,7006
5940,7041
5607,7236
5891,6580
5801,6848
5909,7138
5756,6977
5886,6928
5958,7311
6018,7267
5622,7116
5734,7220
5742,7074
5908,6672
5547,7263
5733,7596
5835,6947
6035,7267
5919,7174
5923,7154
5566,7089
5765,7274
5833,6967
5901,7034
5822,7200
5718,7219
5899,7195
5879,7385
5761,7315
5903,7101
5879,7101
5929,7244
5761,7214
5760,7081
5740,6974
5794,7180
5846,7079
5858,7487
5996,7210
5883,7419
5807,7287
5809,7051
5883,7089
5829,6951
5864,7363
5830,6735
5689,7141
5801,7402
5757,6911
5784,7274
5818,7429
5811,7122
5830,7403
5951,7298
5854,7017
5668,6782
5937,7244
5810,7477
5928,7032
5824,6877
5872,6940
5838,6814
5940,7101
5609,6902
5677,7018
5842,7270
5683,6737
5847,7293
5702,7153
5795,6799
5957,7047
5624,6650
6079,7096
5699,6726
5622,6846
5823,7034
5801,7311
5851,6669
5910,6938
5921,6961
5965,7112
5788,6881
5841,7442
6053,7132
5861,7071
5764,7457
5657,7171
6014,7373
6029,7527
5712,7332
5699,7034
6213,7748
5756,7072
5994,6808
5852,7457
6055,7407
5558,7153
5703,6849
5596,6882
5786,6561
5975,7395
5737,6725
5762,6835
5916,6970
5660,7020
5852,6732
5852,7291
5748,7295
5765,7039
5534,6897
5749,6959
5947,7733
5668,7218
6008,7441
5736,6909
5811,7203
5603,7024
5876,7488
5740,7006
5869,6893
5771,7190
5671,6934
5433,7439
5821,7288
5503,7107
5959,7219
5829,7257
5886,7204
5750,6807
5887,7264
5773,6765
6054,7133
5584,7008
5764,7459
5589,6626
5811,6963
5759,7341
5911,7214
5741,6588
5873,6859
5893,7119
5650,6900
5677,7530
5702,6905
5983,7295
6127,7168
6044,6998
5763,6565
5776,7356
5554,7050
5757,7042
5853,7270
5846,7125
5887,7348
5704,6733
5853,7317
5785,7125
5777,7128
5773,6469
5821,6942
5823,7580
5782,7460
5934,7385
5779,6765
5945,7322
5754,7114
5766,7400
5788,6883
5804,6912
5809,6746
5559,7304
5910,7147
5683,7261
5888,6971
6074,7167
5911,7260
5983,7411
5985,7016
5962,7186
5816,7445
5982,7315
5818,7549
6210,7392
5812,7131
5683,7291
5991,6934
5714,7044
5917,7012
6147,7139
5731,7311
5662,7366
5833,7263
5665,6897
5678,7058
5911,6964
5707,7004
5646,6910
5789,6993
5706,7014
5777,6885
5711,6846
5695,7684
5886,7481
5738,6776
5730,7001
5804,6665
5905,7128
5799,6566
6070,7222
5846,6843
5897,7251
5790,7568
5585,7272
5764,7139
5651,6854
6070,7388
5711,7254
5773,7170
5788,7224
5883,7048
5982,7413
5935,7696
5800,7058
5881,7489
5673,7077
5705,7095
5893,7050
5831,6796
5933,7086
5695,6988
5974,7241
6098,7278
5657,7574
5387,6900
5732,7412
5899,7159
5965,7224
5795,7109
6051,6744
5703,7671
5368,7213
5734,6714
6040,7010
5837,7241
5944,7276
5894,7300
5897,7233
5852,7232
6078,6762
5974,7087
5835,7227
5967,7104
6005,7368
5884,7322
5874,7400
6031,7151
5863,6840
5751,7244
5717,6920
5629,7083
5758,6617
5966,7101
5966,6882
6059,6946
5700,7277
5891,7304
5905,7403
5852,6709
6053,7053
5762,7512
5658,7068
5828,6589
5627,6942
5793,7218
5744,6936
5819,7387
5805,7174
5574,6973
5797,7359
5892,7049
5562,6490
5879,6964
5870,6958
5780,7257
5541,6909
5787,7122
5829,7086
5537,7257
5851,7254
5524,7009
5794,6743
5753,7216
5879,7177
6051,7504
5711,7418
5523,7095
5848,7460
5680,6917
5942,6626
5760,7166
5828,6934
5741,6934
5648,7107
5831,7280
5755,6719
5994,7038
5953,6956
5887,7117
5975,6985
5943,7074
5831,6888
5878,7237
5822,7166
5918,6937
5830,7143
5645,7075
5842,6850
5729,7272
6010,6830
5759,7233
5890,7208
5908,7327
5835,7335
5817,6912
5841,7204
5779,7401
5454,6836
5609,7410
5681,7040
5921,7168
6111,7233
5736,6861
5869,7238
5971,7107
5857,7126
5747,7268
5712,6526
5930,6787
5692,7102
5894,7413
5670,7072
5954,7013
5794,6914
5858,7320
5764,7180
6005,7221
5744,7371
5753,6932
5891,6933
5955,7365
5735,7057
5824,7009
5713,6925
5958,7274
5864,7145
6007,6994
5681,7585
5822,7219
5811,7174
5747,6995
5788,7361
6149,6849
5684,6838
5925,7208
5750,7036
6029,7194
6095,7203
5725,7114
5731,6944
5729,7411
5822,7005
6106,7361
5916,7511
5653,7144
5683,6886
5790,7157
5772,7322
5646,6767
5575,7627
5870,7209
5778,7792
5738,6915
5900,7168
5990,6781
5918,7218
5917,7032
5734,7121
5721,7256
6006,6833
5713,6937
5932,6876
5945,7016
5699,7290
5812,7234
6154,7036
5856,6968
5903,7166
5730,7230
5641,7268
5846,7538
5908,7166
5888,6905
5671,7254
5958,7595
5789,6803
5930,7229
6019,6978
5681,7327
5809,7317
5742,6831
5921,7003
5826,7131
5773,6843
5719,6915
5725,6836
5685,7030
5783,6817
5842,6924
5722,7205
5774,7239
5531,7269
5957,6808
5735,7196
5670,7066
5815,6829
5892,7182
5834,7005
5750,6734
5866,7260
5986,7416
5599,6894
5916,7177
5827,7221
5730,7371
5814,6993
5597,6752
6027,7201
5928,7341
5796,7014
5673,7052
6196,7225
5934,7393
5834,7031
5788,6867
6047,7014
5892,6694
5964,7129
5617,7643
5783,7587
5702,6822
5540,6934
5939,7271
5380,7157
5835,7056
5751,7342
5831,6944
5591,6646
5879,7161
5812,7426
5841,7354
5930,6872
5752,6846
5868,7038
5899,7424
6011,7456
6081,7317
5769,7344
5591,6593
5810,6970
5820,7143
5694,7410
5912,6811
5897,7160
5984,7562
5924,7245
5899,7304
5871,7043
5651,6920
6080,7156
5973,7103
5788,7215
5862,6955
5779,6798
5703,7155
5867,7030
5631,7013
5935,7292
5938,7167
6004,7329
5911,7492
5677,7262
5652,6616
5755,6779
5836,7157
5885,7004
5873,7415
5776,7335
5928,6912
5653,6911
5535,6928
5738,7038
5923,7463
5590,7114
5687,7027
5903,6438
5855,7208
5637,6859
5684,7351
5636,6816
5713,7189
5851,7099
5642,6520
5760,7460
5813,6862
6039,7484
6050,7331
5942,7465
5705,7177
6021,7486
6008,7366
5746,6804
5818,7281
6032,7308
5820,7185
5582,6704
5766,7044
5889,7064
5917,8061
5954,7401
5786,7234
5806,7438
6025,7030
5843,6867
5743,7193
5627,7107
5891,7085
5905,6989
5744,7194
5749,7157
5762,7179
6004,7466
5860,7244
5817,6975
5887,7047
5912,7156
5959,7073
5890,7224
5538,7004
5851,7347
5781,6928
5816,7070
5899,6832
5674,6896
6016,6612
5915,7000
5658,7134
5677,6803
5733,7653
5717,7318
5724,7014
5854,7144
5540,6548
5951,6919
5857,6907
5818,6913
5548,7267
5887,6932
5991,7043
6052,6859
5855,7006
5768,7320
5958,7265
6169,7398
5760,6959
5615,6977
5948,6820
5776,7481
6031,7717
5737,6921
5896,6840
5803,6937
5971,7298
5801,7356
5909,7248
5900,7330
5541,6489
5791,7040
5914,7308
5719,6821
5821,7464
5519,6754
5857,7621
5994,7562
5854,6725
5952,7366
5632,6919
6054,7132
5657,7500
5670,7068
6019,7275
5668,6984
5687,7077
5874,7164
5670,7346
5841,7243
5935,7253
5876,7078
5889,7365
5845,7013
5654,7465
5809,6978
5758,6913
5713,6952
5700,7039
5810,7299
5962,7322
5690,6876
5940,6781
6158,7217
5764,7183
6033,7129
5701,7129
5553,7193
5801,7479
6003,6976
5968,7048
5776,7188
5951,6774
5709,6882
5710,6888
5913,7769
5727,7349
5539,6751
5593,7330
5658,7601
5941,7090
5609,7032
5886,7166
6021,7142
5793,7162
5977,7239
5958,7737
5746,6800
5542,7053
6142,7570
5834,7377
5621,7273
5971,7196
5609,6776
5875,6996
5766,6810
5645,7213
5934,7170
5725,7168
5831,7379
5717,7054
5862,7433
5674,7468
5893,6882
5718,6918
5955,7434
5896,7461
5810,7096
6222,6918
5908,6935
5862,6996
5742,7111
5719,7047
5897,7142
5771,6942
5895,7267
5771,7224
5826,7019
5675,6959
5897,7010
6108,7213
5863,7243
5830,7561
5771,7474
5803,7141
5774,6942
5820,7022
5599,6616
5991,7551
5522,6840
5609,7013
5793,6959
5750,6339
5693,7055
5488,6794
5601,7129
5811,7458
5914,6771
5529,7428
6121,7066
5928,7255
5771,7362
5984,7172
5914,7388
5810,7090
5802,7262
5650,7013
5932,7035
5856,7545
5665,6825
5999,6936
5889,7008
5875,7155
5887,7318
5701,7297
5614,6732
5884,7302
5830,7121
5734,7133
5905,7146
5903,6865
5914,7159
5767,7165
5657,7203
5781,7449
5695,6953
6028,6830
5574,6724
5875,7422
5969,7136
5768,6655
5777,7109
5872,7055
5870,7279
5640,7118
5788,7145
5889,7111
5847,6964
5930,6983
5892,7573
5775,7177
5790,6856
5773,6646
5883,6880
5759,6982
5796,7160
5709,6977
5932,7075
5974,7337
5903,7554
5895,6959
5710,7101
5906,7398
5467,7151
5974,7204
5760,7296
5843,7483
5819,7262
5840,7143
5977,7705
5878,6863
5807,7153
5846,7606
5783,6613
5577,6930
5665,6796
5708,7424
5641,6922
5740,7419
5871,7104
5711,7119
5729,6967
6041,7378
5808,6868
5841,7201
5552,7056
6015,6951
6077,7124
5912,7235
5691,7158
5907,7306
5867,6815
5895,6893
5555,7124
6006,6946
6044,7073
5696,7061
5913,7037
5668,7498
5744,7198
5752,7197
5914,7060
6019,7975
5737,7579
5733,7086
5685,6961
5764,6855
5773,6436
5704,6923
5789,7119
5427,7073
5763,6952
5760,7486
5740,6748
5581,7118
5519,7112
5648,6963
5871,7245
5855,7041
6011,6904
5650,6888
5880,6837
5410,7105
5890,7333
5852,7627
5810,7016
5864,7456
5658,7192
5949,7677
5744,7302
5517,7417
5912,7202
6002,7102
5899,7130
5753,7090
5757,6835
5745,6829
5642,6739
6034,7062
5742,6954
5956,7566
5901,6964
5872,7256
5865,7446
5649,7289
5770,6908
5856,7249
5621,7043
6018,7228
5893,7185
5836,7373
5927,6716
5620,6926
5886,7284
5779,6999
5764,7306
5733,6666
5719,7264
5928,7407
5758,6842
5986,7470
5895,7674
5905,7063
6048,7062
6002,7064
5454,6875
5669,6995
5703,7395
5832,7461
5831,7074
5779,6907
5884,7179
5824,6891
5715,6783
5808,7373
5890,7053
6099,7160
5809,6975
5876,7052
5833,6734
5870,7121
5762,7157
5427,6853
5833,6978
5646,7184
6066,7273
6010,7101
5705,7072
5955,7619
5810,7025
6031,7159
6062,7281
5772,7061
5874,7449
5945,7329
6038,7005
5997,7652
5753,6660
5903,7162
5756,7175
5896,7009
5648,7234
5669,6874
5607,6794
5837,7008
5915,7140
5754,7163
5989,6708
5956,6837
5774,7081
5708,6852
5878,7189
5870,7252
5769,7249
5853,7369
5816,7259
6010,7369
5877,7113
5892,6638
5705,7205
5860,7211
5621,7093
6083,7033
5778,6872
5685,7067
5837,7115
5632,6692
5795,6762
5848,7299
6006,6621
5873,7526
5941,6948
5695,7627
5983,7653
6032,7264
5720,7093
5685,7199
5875,7312
5995,6624
5835,6887
6238,7329
6008,6991
5682,7232
5844,7434
5629,7130
5949,7258
6171,7062
6045,6892
5826,7221
5909,6855
5963,7229
6070,7166
5910,7319
6026,7178
5769,7301
5607,6983
5877,6968
5888,7302
5964,7546
5849,7246
5700,6929
6009,6936
5898,7305
5720,6646
5565,7099
5875,7242
5668,7061
5920,7605
6052,7319
5681,6786
5626,7196
5513,7230
6029,7257
5790,6807
5811,7077
6070,6870
5696,7223
5628,6757
5567,6611
5768,7109
5787,7254
5840,7378
5530,6916
5979,7482
5948,7364
5917,7028
5799,7153
5903,7219
5762,7280
5897,6686
5851,7394
5952,6700
5828,7078
5818,7065
5934,7156
5785,6615
5808,7249
6006,7356
5606,7307
6049,6902
5967,7220
5837,7090
5783,7409
5646,7300
5782,7452
6072,7001
5853,6802
5638,6827
6094,7627
5841,6977
6055,7408
5774,7219
5799,7126
5696,7476
5831,7113
5878,6787
5881,7429
5893,7326
5975,7093
5774,7152
5871,7181
5428,6878
5639,6636
5827,7424
5891,7474
5912,6961
5891,6963
5779,7373
5853,7308
5592,7006
5806,7336
5770,6864
5912,7291
5876,7272
5873,7265
5636,6930
5786,6817
5819,7242
5613,6671
5731,7173
5766,6710
5791,7174
5693,7037
5893,7283
5855,6812
5829,7327
5767,7257
5706,7028
6085,6781
5789,6956
5814,7221
5711,7150
5971,7179
5891,7322
5919,6426
5768,7048
5738,7102
5536,6778
5832,7221
5864,7244
5714,7060
5662,6823
5668,6402
6010,7519
5884,6944
5716,7441
5949,6968
5688,7038
5738,7228
5901,7235
6069,7351
5581,6756
5787,7294
5872,7256
5872,6855
5886,6940
5980,6712
5922,7015
5656,7550
5816,7331
6043,7641
5899,7438
5633,6971
5831,6826
5756,6693
5622,7131
5549,7001
5863,7089
5832,7610
5720,7127
5686,6947
5727,6776
5840,7305
5785,7302
5847,6925
6020,7047
5877,7593
5642,6727
5995,7121
5776,7387
5991,7273
5647,7159
5638,6699
5734,7028
6070,7015
5746,7472
6016,7499
5679,6760
5751,6647
5927,7056
5675,7280
5863,6819
5873,7526
6000,7040
5910,7503
5773,7264
5765,7213
6050,7441
5721,7174
5949,7020
5901,6993
5702,7220
5635,7111
5936,7235
5492,7079
5961,6925
5857,7067
5901,7121
5599,6737
5922,7358
5689,7321
5803,6817
5462,6738
6151,7250
5923,7004
5606,6974
5679,6999
5930,6757
5830,7298
5777,7139
5697,7044
5802,7621
5935,7193
5779,7547
5945,7131
5864,7290
5623,7187
6197,7624
5749,7564
5807,7064
5991,7288
5728,7312
5894,7154
6112,7022
5785,7328
5754,6974
5976,6928
5863,7212
5728,6891
5942,7006
5807,7120
5831,7035
5765,6970
5784,7525
5832,7078
5960,6832
5747,6898
5625,7149
5541,7544
5608,7075
5703,6463
5871,7151
5583,6824
5618,7041
5976,7170
5950,7186
5602,6977
6047,7513
5891,7324
5833,6845
5845,7070
5794,6900
5903,7018
5538,7179
5760,7257
5736,7210
5859,7056
5802,7108
5692,7380
5738,7487
5889,7393
6040,7379
5703,7185
5782,7361
5784,7025
5831,7102
5812,7062
5860,6889
6211,7140
5808,6963
5924,6919
5630,7483
5817,7197
5495,7436
5686,6699
5781,6957
5727,7232
5896,7143
5851,7028
5684,7269
5890,7042
5901,6973
6020,7282
5624,6846
6091,6886
5687,7359
5720,7000
5935,7017
5845,7366
5863,6756
5706,6839
5840,7059
5909,7412
5660,6821
5803,7372
5906,6869
5613,6895
5822,7588
5888,7217
5979,7088
5844,7211
5962,7090
5860,6915
5672,7234
5971,7520
6209,7438
6112,7363
5764,6846
5866,7210
5606,7015
5847,7233
5864,7080
6046,7284
5790,6865
5689,7161
5857,7748
5765,6923
5778,7318
5919,7219
5732,7013
5624,7160
5999,6877
5644,7091
5959,7011
5855,6795
5861,7156
5879,7239
5824,7131
6051,7820
5834,7076
5563,6912
5982,7261
5693,7344
5859,6802
5872,7039
5857,7348
5866,6920
5812,7272
5717,7186
5713,7152
5960,7274
6027,7634
6083,7356
5948,7120
5931,7098
5686,7042
5810,7115
6157,7006
5921,7426
6029,6732
5665,6574
5847,6861
5997,7477
5844,7276
5654,6761
5849,7223
5696,6715
6073,7480
5926,7361
5797,7250
5863,7440
6044,7138
5856,7182
6000,7110
5621,6844
5816,6943
5517,6747
5848,7019
5801,7300
5604,6691
5802,7226
6037,7204
5937,6870
5761,6816
5451,7328
5770,7408
5799,6913
5861,7541
5800,6926
5837,7248
5993,7200
5703,7290
5821,7225
5675,7155
5766,7119
5833,7336
5931,6965
5723,6644
5734,7054
5566,6802
5638,7092
5601,7103
5672,6960
5805,7158
5710,6696
5773,7297
5822,7347
5986,6835
5950,7215
5767,6970
5695,7395
5698,7181
5724,7193
6029,7364
5690,7279
5931,6979
5890,7007
5747,7085
5642,6482
5773,6523
5855,6833
5894,7337
5669,6868
5956,6948
6009,7136
5547,7058
5683,7303
5612,7038
5987,7415
5957,7170
5600,6958
5894,6874
5914,7027
5616,7142
6000,7091
5883,7205
5926,7121
5789,6577
5610,7089
5870,6566
6068,6899
5933,7379
5926,7468
5676,6799
5877,7245
5687,7441
6069,7454
5588,6452
5787,7188
5770,7034
5954,6888
5895,6972
5991,7111
5821,7066
5862,7218
5778,6948
5797,7355
5870,6877
5768,6926
5810,6991
5935,7104
5597,7075
5983,7434
5878,7110
6062,7481
6003,7056
5856,7066
6112,7276
5963,7394
5954,7122
5650,6955
5727,7006
5932,7439
5771,6752
5617,7103
5688,7039
5733,7344
5969,6741
5908,6779
5900,7643
5667,6906
6044,7327
6097,7257
5857,6818
5819,7036
5826,6624
5894,7225
5657,7086
5884,7039
5850,7124
6104,7383
5900,6752
5823,7130
6099,7062
5760,7295
5955,7200
5879,6898
5717,7256
5830,7545
5817,7168
5821,7185
6043,7154
5984,7348
5698,7159
5757,6540
5867,6898
5902,6982
5881,6961
5754,6805
5957,7243
5758,7082
5999,7335
5792,6817
5756,6964
5726,7373
5870,7355
5711,6813
5720,6927
5931,7275
5861,7054
5886,7345
5709,6978
5698,6678
5850,7016
5856,7022
5723,6866
5766,6764
5843,7022
5944,6913
5742,7325
5806,7197
5649,6972
5745,6857
5796,7318
5837,6873
5917,7148
5802,7171
5804,7163
5492,7056
5883,7351
5655,6898
5878,6946
5871,7173
5922,6843
5899,7186
6014,6875
5904,6908
5846,7131
5839,7034
5897,7494
6108,6992
5784,7313
5509,7141
5817,6989
5956,7230
5672,6845
5679,6820
5849,7072
5923,7188
5767,7062
5759,6615
5601,6975
5965,7685
5879,7475
5826,7020
5504,7020
5879,7444
6070,6886
5726,7135
5804,7247
5700,7590
6125,7015
5804,6912
5672,7272
5795,7258
5626,7069
5805,6881
5947,7133
5713,7074
5857,7377
5504,6822
5861,7252
5681,7219
5787,6715
5766,6948
5623,7203
5852,7333
5919,7021
5747,6572
5698,7101
5951,7176
5598,6923
6204,7372
5759,6741
5864,7407
5988,7109
5734,7166
5763,7439
5797,6919
6106,7298
5896,7649
5742,6841
5829,7140
5863,6899
5746,6508
5738,6913
5652,7127
5905,7370
5671,6863
6080,7119
5638,6519
5631,7235
5711,7126
5867,7219
5935,7032
5686,6867
5624,6722
6006,6860
5716,7183
6046,6769
5909,7033
6016,7111
5829,7053
5691,6864
5841,7021
5976,7432
5751,6979
5947,6513
5785,7024
5908,6966
5794,6856
5961,7219
5688,7175
5785,6970
5773,7652
5466,7183
5730,7311
5850,7271
5710,7009
5966,7369
5565,7239
5588,7036
5898,6985
5747,6726
5653,6979
5882,7409
5874,6930
5738,7004
5873,7009
5849,7242
6065,7350
5794,6983
5962,6996
5746,7392
5712,6749
5912,7606
5811,7393
5903,6951
5777,6843
5843,7256
6022,6949
5639,7030
5748,7074
5969,6753
5825,7024
5758,7315
5733,7542
5936,6914
5705,7380
5681,7336
5940,7113
5862,7217
5640,7004
5708,6842
5689,7518
6068,7418
6001,7214
6169,7279
5958,7034
5912,7292
5805,7237
5751,7256
5839,6727
5583,7029
6042,7557
5757,7405
5717,7374
5833,6987
5920,7529
5694,7294
5977,7379
5668,7173
5762,7130
6026,7300
5924,7275
5639,6746
5717,6748
5988,7389
5882,6881
5895,7380
5666,7490
5761,6977
5777,6904
5750,7067
5716,6874
5999,7144
5872,7528
5786,7109
5953,7420
5671,7239
5878,6830
5895,7238
6013,7083
5991,7015
5837,6747
5695,6976
5822,7173
6029,7244
5908,7011
5674,7335
5821,6789
5885,6828
5710,7473
5817,7138
5759,7201
5842,7222
5712,6925
5680,7106
5885,7341
6160,7601
5653,6846
5771,6908
5716,6961
5912,7132
5950,7413
5885,7412
5833,7091
5801,6772
5766,7012
5734,7103
5782,6803
5916,7793
5957,7030
5615,6797
5836,7018
5631,7346
5694,7329
5818,6899
5873,6949
5914,6941
5832,7087
5909,7580
5930,7322
5698,7206
5716,6973
5759,6663
5535,6894
5733,7177
5922,7036
5912,7124
5729,6879
5780,7272
5737,6262
5560,7302
5837,7084
5986,7277
5995,7107
5883,7151
5848,7103
5830,7554
5508,6826
5490,6738
5879,6933
5848,7030
5649,7276
5890,7097
5700,6843
5980,7300
5891,7040
5735,7388
6172,7141
5962,7440
5827,6781
5811,7073
5934,7333
5862,7269
5846,7021
5905,7144
5853,7106
5944,7087
5762,6846
6054,7468
5611,6809
5753,6776
5802,6842
5763,7194
5784,7077
6027,7276
5767,7515
5896,6899
5867,7478
5698,7806
5614,7162
5951,7149
5888,6948
5672,7021
5644,6755
5747,6881
5860,7491
6135,7104
6080,7554
6076,7256
5748,6902
5817,6524
5454,7100
5791,7299
5768,6782
5778,7056
5747,7129
5703,7022
5849,7569
5890,7145
5877,6781
5775,7071
5991,7301
5690,7120
5699,7667
5852,7647
5795,7304
5647,7216
5770,7070
5636,7048
5992,7129
5795,7008
5796,7090
5882,7017
5604,7349
5638,6704
6045,7250
5863,7120
5772,7445
6066,7021
5808,7389
5887,7592
6110,7122
5596,6696
5761,7029
6036,7042
5982,7184
6161,7042
5822,7195
5833,7305
5796,7164
5923,7161
5818,7170
5932,6811
5809,6851
6012,7154
6007,7330
5786,7165
5762,7242
5898,7271
5765,7227
6014,7155
5715,6936
5626,6884
5507,6905
5635,7240
5757,7115
5717,6757
5745,6700
5832,7231
5735,6912
5883,7204
6043,7459
5739,7126
5659,6631
5795,6728
5727,7062
5878,7263
5861,6890
5592,7426
5784,7144
5983,7156
6000,7198
5606,6520
5804,7156
5938,7319
5902,7102
6030,7021
5686,7230
5848,6788
5942,7231
5688,7688
5686,7449
5697,7176
6049,7071
5974,7470
5850,6951
5781,7085
5795,7196
5837,7152
6176,7079
5876,6971
5672,6970
6042,7101
6147,7030
5814,7039
6003,7051
6000,7046
6052,7160
5777,7114
5791,7606
5978,6957
5879,7260
5674,6925
5684,7159
5925,7619
5757,7033
5717,7161
5823,7338
5932,7328
5831,7011
5634,7089
6025,6997
5831,7154
5921,6920
5807,7037
5649,6702
6120,7421
6044,7133
5973,7722
6047,7442
5424,7159
5849,7097
5482,6463
6013,7088
5743,7113
5698,7284
6085,7020
5798,6958
6048,7546
6038,7298
5591,6800
5822,6724
5610,7398
5917,7268
5761,6952
5840,7357
5851,7296
5808,6693
5890,6819
5582,7043
5769,7243
5807,7303
5754,6728
5728,7299
5841,7038
5914,7172
5954,7218
5934,7329
5839,7216
5913,7551
5860,7089
5772,7287
5723,6981
5707,7130
6149,7479
5851,7171
5889,7467
5803,6884
5831,7675
5978,7076
6174,7332
5748,7391
5885,7274
6099,6977
5664,7002
5944,6964
5875,6858
5640,7416
5734,6931
5565,6927
5681,7187
5863,7266
5801,7114
5993,7055
5625,6953
5863,7153
5602,7221
5407,7139
5654,7128
5595,6965
5917,6803
5606,7093
5801,7480
5735,7094
5853,7317
5906,7269
5964,7125
5771,7086
5797,6835
5514,7086
6042,7483
5553,6895
5889,7551
5866,6635
5909,7092
5569,7457
5853,7134
5782,7442
6001,7284
5654,7018
6014,7888
6096,6992
5809,6731
5722,7560
5842,6975
5818,6863
5700,7012
5498,6813
5933,7364
5671,6888
5712,7059
5469,6603
5520,6453
5624,7015
5852,7226
5814,7137
5674,7018
5865,7153
5708,7041
5810,7174
5980,7444
5784,7180
5794,6722
5964,7037
5748,7826
6277,6979
5873,7135
5806,7074
5996,7369
5662,7142
5796,7258
5740,7064
5623,6871
5730,6920
5798,7139
5650,7168
5598,7595
5829,7356
5976,7685
5540,7145
5829,7076
5883,6724
5821,7264
5876,7206
5820,6876
6218,7650
5891,6819
5798,6714
5897,6768
5858,6676
5703,7252
5669,6784
5732,6801
5756,7041
5718,7165
5818,7331
5729,7279
5844,7300
5800,7023
5851,7046
5823,7019
5866,7191
5800,6940
5747,7061
5768,7600
5972,7026
5975,7390
5731,6665
5752,6937
5767,7104
6042,7549
5782,7184
